Município,Componente Curricular,Etapa,Previstos,Avaliados,% Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,H 01 (%),H 02 (%),H 03 (%),H 04 (%),H 06 (%),H 07 (%),H 08 (%),H 09 (%),H 10 (%),Ciclos,Ano,Componente,H 45 (%),H 46 (%),H 47 (%),H 49 (%),H 50 (%),H 51 (%),H 52 (%),H 05 (%),H 11 (%),H 48 (%),H 53 (%),H 54 (%),H 55 (%),H 56 (%),H 57 (%),H 58 (%),H 59 (%),H 61 (%),H 62 (%),H 12 (%),H 14 (%),H 17 (%),H 19 (%),H 20 (%),H 21 (%),H 22 (%),H 26 (%),H 29 (%),H 60 (%),H 63 (%),H 64 (%),H 65 (%),H 66 (%),H 67 (%),H 68 (%),H 69 (%),H 71 (%),H 76 (%),H 77 (%),H 23 (%),H 24 (%),H 25 (%),H 27 (%),H 28 (%),H 30 (%),H 31 (%),H 36 (%),H 38 (%),H 70 (%),H 72 (%),H 73 (%),H 74 (%),H 75 (%),H 78 (%),H 80 (%),H 81 (%),H 82 (%),H 83 (%),H 85 (%),H 32 (%),H 33 (%),H 34 (%),H 35 (%),H 37 (%),H 39 (%),H 40 (%),H 41 (%),H 42 (%),H 43 (%),H 44 (%),H 79 (%),H 84 (%),H 86 (%),H 87 (%),H 88 (%),H 90 (%),H 91 (%),H 92 (%),H 93 (%),H 13 (%),H 16 (%),H 18 (%),H 15 (%),H 89 (%),H 94 (%),H 95 (%),H 96 (%),H 97 (%),H 98 (%)
AURORA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,257,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,262,12,5%,100%,0%,0%,23%,,,,,,,,,,2,5,LPL,8.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.0,,,,,,,,,,,,,,8.0,33.0,38.0,,25.0,33.0,8.0,,,,,,,,,,,,,,0.0,,,25.0,0.0,0.0,42.0,17.0,,,,,,,,,,,36.0,,,,,,,,,
BARROQUINHA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,245,229,93%,16%,18%,66%,66%,,,,,,,,,,2,5,LPL,100.0,75.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,71.0,82.0,,,,,,,,,,,,,,76.0,78.0,56.0,,58.0,74.0,82.0,,,,,,,,,,,,,,64.0,,83.0,46.0,59.0,100.0,72.0,64.0,41.0,,,,,,,,,,69.0,,,,,,,,,
BATURITE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,400,377,94%,14%,25%,61%,58%,,,,,,,,,,2,5,LPL,39.0,55.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,100.0,,,,,,,,,,,,,,74.0,77.0,59.0,,53.0,69.0,66.0,,,,,,,,,,,,,,57.0,,83.0,52.0,63.0,56.0,62.0,0.0,44.0,,,,,,,,,,49.0,,,,,,,,,
BELA CRUZ,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,310,303,98%,7%,15%,78%,69%,,,,,,,,,,2,5,LPL,71.0,76.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,71.0,,,,,,,,,,,,,,82.0,83.0,60.0,,63.0,77.0,82.0,,,,,,,,,,,,,,67.0,,81.0,69.0,66.0,88.0,77.0,76.0,46.0,,,,,,,,,,70.0,,,,,,,,,
BOA VIAGEM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,10,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJO SANTO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,539,500,93%,12%,20%,68%,64%,,,,,,,,,,2,5,LPL,42.0,66.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,67.0,,,,,,,,,,,,,,80.0,79.0,57.0,,51.0,75.0,76.0,,,,,,,,,,,,,,56.0,,78.0,62.0,57.0,69.0,65.0,75.0,41.0,,,,,,,,,,66.0,,,,,,,,,
CAMOCIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,866,750,87%,10%,20%,70%,67%,,,,,,,,,,2,5,LPL,62.0,71.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,72.0,,,,,,,,,,,,,,75.0,80.0,60.0,,66.0,62.0,75.0,,,,,,,,,,,,,,74.0,,0.0,62.0,57.0,68.0,66.0,75.0,0.0,,,,,,,,,,69.0,,,,,,,,,
CAMPOS SALES,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,42,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANINDE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,789,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPISTRANO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,197,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIRIACU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,184,6,3%,0%,17%,83%,75%,,,,,,,,,,2,5,LPL,83.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,33.0,,,,,,,,,,,,,,33.0,100.0,75.0,,67.0,100.0,67.0,,,,,,,,,,,,,,67.0,,,100.0,17.0,50.0,100.0,50.0,,,,,,,,,,,78.0,,,,,,,,,
CARIUS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,183,179,98%,9%,15%,75%,70%,,,,,,,,,,2,5,LPL,53.0,84.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,82.0,79.0,,,,,,,,,,,,,,85.0,80.0,59.0,,61.0,71.0,73.0,,,,,,,,,,,,,,,,80.0,,,75.0,71.0,76.0,48.0,,,,,,,,,,66.0,,,,,,,,,
CARNAUBAL,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,255,226,89%,10%,22%,69%,65%,,,,,,,,,,2,5,LPL,57.0,73.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,71.0,71.0,,,,,,,,,,,,,,79.0,78.0,59.0,,59.0,69.0,74.0,,,,,,,,,,,,,,70.0,,50.0,63.0,62.0,66.0,68.0,73.0,50.0,,,,,,,,,,60.0,,,,,,,,,
CASCAVEL,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,732,69,9%,12%,25%,64%,63%,,,,,,,,,,2,5,LPL,75.0,70.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,41.0,58.0,,,,,,,,,,,,,,77.0,78.0,45.0,,65.0,68.0,77.0,,,,,,,,,,,,,,67.0,,77.0,55.0,70.0,63.0,57.0,68.0,47.0,,,,,,,,,,61.0,,,,,,,,,
CATARINA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,110,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATUNDA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,162,141,87%,11%,29%,60%,64%,,,,,,,,,,2,5,LPL,49.0,70.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,67.0,65.0,,,,,,,,,,,,,,75.0,77.0,59.0,,52.0,67.0,77.0,,,,,,,,,,,,,,65.0,,,55.0,63.0,76.0,58.0,67.0,,,,,,,,,,,61.0,,,,,,,,,
CAUCAIA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,3881,3367,87%,21%,31%,49%,54%,,,,,,,,,,2,5,LPL,30.0,61.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,68.0,58.0,,,,,,,,,,,,,,69.0,68.0,51.0,,45.0,54.0,62.0,,,,,,,,,,,,,,50.0,,40.0,50.0,56.0,53.0,51.0,57.0,0.0,,,,,,,,,,54.0,,,,,,,,,
CEDRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,50,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAVAL,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,183,179,98%,11%,33%,56%,59%,,,,,,,,,,2,5,LPL,35.0,64.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,63.0,53.0,,,,,,,,,,,,,,73.0,73.0,59.0,,55.0,57.0,74.0,,,,,,,,,,,,,,63.0,,69.0,49.0,61.0,69.0,54.0,64.0,40.0,,,,,,,,,,58.0,,,,,,,,,
CHORO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,187,147,79%,20%,28%,52%,56%,,,,,,,,,,2,5,LPL,,71.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,63.0,,,,,,,,,,,,,,67.0,70.0,43.0,,48.0,61.0,72.0,,,,,,,,,,,,,,50.0,,75.0,,53.0,63.0,50.0,54.0,40.0,,,,,,,,,,49.0,,,,,,,,,
CRATEUS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,822,709,86%,18%,21%,62%,60%,,,,,,,,,,2,5,LPL,38.0,70.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,66.0,69.0,,,,,,,,,,,,,,70.0,72.0,48.0,,58.0,57.0,71.0,,,,,,,,,,,,,,59.0,,25.0,61.0,56.0,68.0,62.0,66.0,35.0,,,,,,,,,,60.0,,,,,,,,,
CRATO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,125,68,54%,6%,19%,75%,70%,,,,,,,,,,2,5,LPL,100.0,80.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,57.0,74.0,,,,,,,,,,,,,,76.0,82.0,52.0,,51.0,75.0,74.0,,,,,,,,,,,,,,79.0,,73.0,87.0,66.0,74.0,74.0,62.0,58.0,,,,,,,,,,75.0,,,,,,,,,
CROATA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,284,274,96%,8%,19%,73%,69%,,,,,,,,,,2,5,LPL,58.0,77.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,75.0,,,,,,,,,,,,,,76.0,81.0,62.0,,70.0,67.0,75.0,,,,,,,,,,,,,,79.0,,70.0,70.0,70.0,80.0,62.0,78.0,59.0,,,,,,,,,,65.0,,,,,,,,,
ERERE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,82,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSEBIO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,940,15,2%,0%,13%,87%,77%,,,,,,,,,,2,5,LPL,40.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,100.0,87.0,67.0,,93.0,93.0,73.0,,,,,,,,,,,,,,100.0,,80.0,73.0,100.0,93.0,83.0,,53.0,,,,,,,,,,60.0,,,,,,,,,
FARIAS BRITO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,21,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORQUILHA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,253,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTALEZA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,19317,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,204,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANJA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,750,680,91%,5%,12%,84%,75%,,,,,,,,,,2,5,LPL,53.0,86.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,83.0,78.0,,,,,,,,,,,,,,78.0,88.0,67.0,,71.0,77.0,79.0,,,,,,,,,,,,,,75.0,,,69.0,77.0,83.0,67.0,82.0,,,,,,,,,,,77.0,,,,,,,,,
GRANJEIRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,81,54,67%,15%,33%,52%,59%,,,,,,,,,,2,5,LPL,30.0,63.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,69.0,56.0,,,,,,,,,,,,,,72.0,76.0,49.0,,57.0,59.0,74.0,,,,,,,,,,,,,,54.0,,,59.0,67.0,57.0,52.0,65.0,,,,,,,,,,,58.0,,,,,,,,,
GROAIRAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,135,128,95%,5%,6%,89%,76%,,,,,,,,,,2,5,LPL,65.0,79.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,89.0,,,,,,,,,,,,,,94.0,89.0,70.0,,86.0,64.0,78.0,,,,,,,,,,,,,,87.0,,,80.0,74.0,88.0,84.0,91.0,,,,,,,,,,,70.0,,,,,,,,,
GUARAMIRANGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,81,76,94%,5%,22%,72%,70%,,,,,,,,,,2,5,LPL,23.0,79.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,58.0,71.0,,,,,,,,,,,,,,89.0,80.0,56.0,,66.0,80.0,82.0,,,,,,,,,,,,,,64.0,,84.0,67.0,58.0,72.0,73.0,61.0,51.0,,,,,,,,,,72.0,,,,,,,,,
HORIZONTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,1,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBARETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,192,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIAPINA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,387,322,83%,17%,23%,60%,61%,,,,,,,,,,2,5,LPL,42.0,69.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,69.0,69.0,,,,,,,,,,,,,,79.0,76.0,55.0,,52.0,63.0,69.0,,,,,,,,,,,,,,61.0,,,57.0,59.0,65.0,56.0,65.0,,,,,,,,,,,59.0,,,,,,,,,
ICAPUI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,272,265,97%,7%,22%,71%,66%,,,,,,,,,,2,5,LPL,44.0,77.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,78.0,69.0,,,,,,,,,,,,,,82.0,85.0,53.0,,60.0,68.0,80.0,,,,,,,,,,,,,,74.0,,,62.0,66.0,61.0,64.0,72.0,,,,,,,,,,,65.0,,,,,,,,,
ICO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,721,635,88%,18%,36%,46%,55%,,,,,,,,,,2,5,LPL,40.0,60.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,57.0,,,,,,,,,,,,,,66.0,69.0,48.0,,47.0,58.0,68.0,,,,,,,,,,,,,,57.0,,60.0,51.0,52.0,55.0,49.0,57.0,13.0,,,,,,,,,,54.0,,,,,,,,,
IGUATU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,244,133,55%,17%,29%,55%,56%,,,,,,,,,,2,5,LPL,33.0,66.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,44.0,60.0,,,,,,,,,,,,,,69.0,71.0,56.0,,50.0,56.0,72.0,,,,,,,,,,,,,,56.0,,80.0,51.0,56.0,52.0,56.0,62.0,55.0,,,,,,,,,,52.0,,,,,,,,,
IPAPORANGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,163,155,95%,14%,21%,65%,62%,,,,,,,,,,2,5,LPL,45.0,70.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,52.0,,,,,,,,,,,,,,77.0,81.0,57.0,,54.0,62.0,71.0,,,,,,,,,,,,,,61.0,,,54.0,65.0,63.0,61.0,67.0,,,,,,,,,,,66.0,,,,,,,,,
IPAUMIRIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,129,127,98%,24%,13%,64%,58%,,,,,,,,,,2,5,LPL,21.0,64.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,65.0,,,,,,,,,,,,,,72.0,73.0,47.0,,61.0,65.0,72.0,,,,,,,,,,,,,,52.0,,85.0,58.0,59.0,38.0,70.0,61.0,45.0,,,,,,,,,,57.0,,,,,,,,,
IPU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,209,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRACEMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,133,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRAUCUBA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,342,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAICABA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,93,88,95%,14%,24%,63%,64%,,,,,,,,,,2,5,LPL,43.0,69.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,65.0,,,,,,,,,,,,,,81.0,80.0,52.0,,61.0,61.0,69.0,,,,,,,,,,,,,,63.0,,,57.0,72.0,78.0,65.0,73.0,,,,,,,,,,,61.0,,,,,,,,,
ITAITINGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,840,782,93%,18%,26%,56%,58%,,,,,,,,,,2,5,LPL,36.0,64.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,54.0,64.0,,,,,,,,,,,,,,71.0,74.0,54.0,,47.0,59.0,69.0,,,,,,,,,,,,,,55.0,,75.0,55.0,59.0,60.0,58.0,65.0,40.0,,,,,,,,,,54.0,,,,,,,,,
ITAPAJE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,628,564,90%,17%,24%,59%,59%,,,,,,,,,,2,5,LPL,40.0,68.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,61.0,69.0,,,,,,,,,,,,,,72.0,73.0,53.0,,52.0,59.0,72.0,,,,,,,,,,,,,,54.0,,75.0,52.0,57.0,58.0,56.0,67.0,46.0,,,,,,,,,,59.0,,,,,,,,,
ITATIRA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,293,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,25,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARIBE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,421,398,95%,13%,28%,59%,60%,,,,,,,,,,2,5,LPL,39.0,70.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,67.0,,,,,,,,,,,,,,79.0,76.0,54.0,,50.0,60.0,75.0,,,,,,,,,,,,,,60.0,,81.0,53.0,59.0,56.0,56.0,69.0,49.0,,,,,,,,,,57.0,,,,,,,,,
JARDIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,355,338,95%,14%,25%,61%,60%,,,,,,,,,,2,5,LPL,41.0,69.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,59.0,,,,,,,,,,,,,,69.0,75.0,54.0,,45.0,64.0,70.0,,,,,,,,,,,,,,59.0,,77.0,53.0,53.0,54.0,53.0,71.0,42.0,,,,,,,,,,63.0,,,,,,,,,
JATI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,102,14,14%,14%,64%,21%,44%,,,,,,,,,,2,5,LPL,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,71.0,64.0,,,,,,,,,,,,,,71.0,50.0,11.0,,43.0,36.0,71.0,,,,,,,,,,,,,,79.0,,,21.0,29.0,43.0,57.0,43.0,,,,,,,,,,,38.0,,,,,,,,,
JUAZEIRO DO NORTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,686,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUCAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,295,289,98%,11%,15%,75%,69%,,,,,,,,,,2,5,LPL,51.0,78.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,55.0,78.0,,,,,,,,,,,,,,84.0,79.0,59.0,,61.0,68.0,75.0,,,,,,,,,,,,,,76.0,,80.0,69.0,71.0,76.0,74.0,77.0,46.0,,,,,,,,,,68.0,,,,,,,,,
LIMOEIRO DO NORTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,577,532,92%,12%,14%,74%,66%,,,,,,,,,,2,5,LPL,,71.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,72.0,,,,,,,,,,,,,,83.0,83.0,50.0,,61.0,73.0,84.0,,,,,,,,,,,,,,59.0,,82.0,65.0,64.0,,66.0,77.0,53.0,,,,,,,,,,68.0,,,,,,,,,
MADALENA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,265,225,85%,13%,23%,64%,63%,,,,,,,,,,2,5,LPL,45.0,68.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,74.0,61.0,,,,,,,,,,,,,,80.0,79.0,60.0,,52.0,66.0,76.0,,,,,,,,,,,,,,71.0,,,58.0,64.0,68.0,60.0,68.0,,,,,,,,,,,59.0,,,,,,,,,
MARACANAU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,41,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARANGUAPE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,81,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,483,0,0%,0%,0%,0%,0%,,,,,,,,,,2,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINOPOLE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,202,149,74%,5%,17%,78%,71%,,,,,,,,,,2,5,LPL,59.0,78.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,62.0,66.0,,,,,,,,,,,,,,83.0,85.0,59.0,,62.0,81.0,82.0,,,,,,,,,,,,,,76.0,,87.0,63.0,65.0,79.0,82.0,67.0,55.0,,,,,,,,,,73.0,,,,,,,,,
